row_index,reason,ref_keyinvoice,ref_woocomerce,categoria,subcategoria,marca,nome,cor,tamanho,gtin
1135,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1136,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1137,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1138,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1139,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1140,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1141,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1142,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1143,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1144,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1145,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1146,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1147,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1148,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1149,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1150,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1151,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1152,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1153,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1154,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1155,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1156,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1157,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1158,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1159,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1160,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1161,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1162,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1163,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1164,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1165,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1166,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1167,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1168,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1169,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1170,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1171,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1172,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1173,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1174,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1175,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1176,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1177,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1178,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1179,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1180,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1181,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1182,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1183,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1184,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1185,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1186,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
1187,GTIN inválido (menos de 8 dígitos),nan,nan,nan,nan,nan,nan,nan,nan,000
